ticket_id,text,label,split
SMP_train_00577,我要看热门电影。,cinemas,train
SMP_train_00578,搜索热门电影。,cinemas,train
SMP_train_00579,那你查一下最近的热门电影是什么？,cinemas,train
SMP_train_00580,最近有什么新上映的电影啊？,cinemas,train
SMP_train_00581,新建联系人张三电话号码一二三四五,contacts,train
SMP_train_00582,黄狼。,contacts,train
SMP_train_00583,把张玉娟的手机号码发送给吴伟,contacts,train
SMP_train_00584,潘靖的电话是多少,contacts,train
SMP_train_00585,新建联系人买当唠4008 517517,contacts,train
SMP_train_00586,新建联系人天天,contacts,train
SMP_train_00587,新建联系人王满秀幺三七 六四零七零二九五,contacts,train
SMP_train_00588,新建联系人王义勇幺三八六零零幺九四九零,contacts,train
SMP_train_00589,新建联系人孙晓飞幺三八三八四四三八九五,contacts,train
SMP_train_00590,查找张伟军,contacts,train
SMP_train_00591,把平水相逢的手机号码发给8000,contacts,train
SMP_train_00592,把小新的号码发给徐云蔚,contacts,train
SMP_train_00593,新建联系人振华奎号码是幺三五零八九四九三幺二,contacts,train
SMP_train_00594,把徐程的电话发给吴芳,contacts,train
SMP_train_00595,把哥哥的电话发给殷龙,contacts,train
SMP_train_00596,把李文鼎的号码发给谢服全,contacts,train
SMP_train_00597,把侨天慧的号码发给副卡,contacts,train
SMP_train_00598,查看婷婷的号码,contacts,train
SMP_train_00599,新建联系人张雨号码是五六七,contacts,train
SMP_train_00600,周慧的电话。,contacts,train
SMP_train_00601,把唐玉明的手机号码发给李康,contacts,train
SMP_train_00602,查看王老师的号码,contacts,train
SMP_train_00603,新建联系人18622625490,contacts,train
SMP_train_00604,把李志强的号码发给贾洪鉴,contacts,train
SMP_train_00605,新建联系人姓名张三号码一二三四五六七八,contacts,train
SMP_train_00606,查寻标兵的号码,contacts,train
SMP_train_00607,把许琦彪的号码发给徐鹏,contacts,train
SMP_train_00608,添加一条通讯录姓名葛勇手机号码189571642496,contacts,train
SMP_train_00609,把王世怀的号码发给乔丽君,contacts,train
SMP_train_00610,把张新涛电话发给常胜宾,contacts,train
SMP_train_00611,请问意大利面怎么做,cookbook,train
SMP_train_00612,怎么做卤猪脚,cookbook,train
SMP_train_00613,烤肉串。,cookbook,train
SMP_train_00614,油焖大虾怎么做,cookbook,train
SMP_train_00615,人造鸡蛋的配方。,cookbook,train
SMP_train_00616,简单的，糖醋排骨怎么做？,cookbook,train
SMP_train_00617,松菜鱼怎么做？,cookbook,train
SMP_train_00618,米粉怎么炒？,cookbook,train
SMP_train_00619,牛骨汤,cookbook,train
SMP_train_00620,冷面的做法。,cookbook,train
SMP_train_00621,蛋炒饭怎么煮,cookbook,train
SMP_train_00622,扁豆豆角怎么烧？,cookbook,train
SMP_train_00623,山寨鱼怎么做？,cookbook,train
SMP_train_00624,怎么炒南瓜？,cookbook,train
SMP_train_00625,能山药怎么做？,cookbook,train
SMP_train_00626,瞌睡鱼怎么做？,cookbook,train
SMP_train_00627,蒸鱼。,cookbook,train
SMP_train_00628,煮咖喱饭。,cookbook,train
SMP_train_00629,盐水鸭怎么做？,cookbook,train
SMP_train_00630,红烧猪脚怎么做啊？,cookbook,train
SMP_train_00631,葱爆羊肉的做法。,cookbook,train
SMP_train_00632,冯沙排骨怎么做？,cookbook,train
SMP_train_00633,给我讲个笑话吧，鱼香肉丝怎么做？,cookbook,train
SMP_train_00634,炖鲢鱼怎么做？,cookbook,train
SMP_train_00635,孙翠鱼怎么做？,cookbook,train
SMP_train_00636,大骨汤的做法。,cookbook,train
SMP_train_00637,陈醋排骨的做法。,cookbook,train
SMP_train_00638,辣酸菜鱼怎么做了。,cookbook,train
SMP_train_00639,披萨的做法,cookbook,train
SMP_train_00640,酱茄条做法。,cookbook,train
SMP_train_00641,炒鸡蛋，需要，哪些材料？,cookbook,train
SMP_train_00642,你真笨，是四喜丸子怎么做了。,cookbook,train
SMP_train_00643,鸽子，怎么做最好吃？,cookbook,train
SMP_train_00644,白灼菜心怎么做？,cookbook,train
SMP_train_00645,菠萝咕老肉的做法,cookbook,train
SMP_train_00646,红枣鸡汤怎么煲？,cookbook,train
SMP_train_00647,干锅排骨虾怎么做？,cookbook,train
SMP_train_00648,炒四季豆。,cookbook,train
SMP_train_00649,麻辣烫做法。,cookbook,train
SMP_train_00650,凉拌海带,cookbook,train
SMP_train_00651,鱼香肉丝，怎么做得？,cookbook,train
SMP_train_00652,红烧排骨怎么做？,cookbook,train
SMP_train_00653,登录不行，做烧鸡公学，我爱你！,cookbook,train
SMP_train_00654,卤猪蹄怎么做？,cookbook,train
SMP_train_00655,帮我搜索一下有什么家常菜？,cookbook,train
SMP_train_00656,怎么炒番茄炒？,cookbook,train
SMP_train_00657,可乐鸡翅是怎么做的,cookbook,train
SMP_train_00658,你会不会做蛋糕只能回答哦。,cookbook,train
SMP_train_00659,南瓜饼的做法。,cookbook,train
SMP_train_00660,干锅排骨怎么做？,cookbook,train
SMP_train_00661,水饺的做法。,cookbook,train
SMP_train_00662,白灼基尾虾的做法。,cookbook,train
SMP_train_00663,海参怎么做？,cookbook,train
SMP_train_00664,还路阻少茶汤的做法。,cookbook,train
SMP_train_00665,银耳莲子羹。,cookbook,train
SMP_train_00666,帮我查一下可乐鸡翅怎么做？,cookbook,train
SMP_train_00667,水果沙拉怎么做？,cookbook,train
SMP_train_00668,赵包子怎么做的，你？,cookbook,train
SMP_train_00669,故宫鱼怎么做？,cookbook,train
SMP_train_00670,冰糖葫芦怎么做？你？女子。,cookbook,train
SMP_train_00671,爆炒猪肝怎么做？,cookbook,train
SMP_train_00672,如何做芝麻糊。,cookbook,train
SMP_train_00673,不蒸了牛肉丸,cookbook,train
SMP_train_00674,做鱼怎么做？,cookbook,train
SMP_train_00675,黄豆猪蹄汤。,cookbook,train
SMP_train_00676,火腿肠怎么炒好吃,cookbook,train
SMP_train_00677,嗯，知道红烧肉怎么做？,cookbook,train
SMP_train_00678,鸭蛋怎么腌？,cookbook,train
SMP_train_00679,土豆炒肉丝的做法,cookbook,train
SMP_train_00680,馒头怎么做吗？,cookbook,train
SMP_train_00681,要怎么煮饭。,cookbook,train
SMP_train_00682,怎么样？做红烧肉。,cookbook,train
SMP_train_00683,啥婆豆腐的制作方法,cookbook,train
SMP_train_00684,炒豆腐。,cookbook,train
SMP_train_00685,如何做西红柿炒蛋。,cookbook,train
SMP_train_00686,白面粉可以怎样做饼？,cookbook,train
SMP_train_00687,回锅肉做法。,cookbook,train
SMP_train_00688,土豆丝是怎么炒？,cookbook,train
SMP_train_00689,松菇鸡汤的做法。,cookbook,train
SMP_train_00690,菠萝包怎么做？,cookbook,train
SMP_train_00691,土豆的做法,cookbook,train
SMP_train_00692,鱼要怎么煮才好吃,cookbook,train
SMP_train_00693,手抓饼的做法。,cookbook,train
SMP_train_00694,怎样炒肉。,cookbook,train
SMP_train_00695,土豆粉怎么做？,cookbook,train
SMP_train_00696,怎么做炸鸡,cookbook,train
SMP_train_00697,怎么烧西红柿炒蛋,cookbook,train
SMP_train_00698,我说白鱼怎么做,cookbook,train
SMP_train_00699,面包的配方。,cookbook,train
SMP_train_00700,风魔炒鱼香肉丝。,cookbook,train
SMP_train_00701,夫妻肺片怎么做？,cookbook,train
SMP_train_00702,凉皮的制作方法。,cookbook,train
SMP_train_00703,可乐鸡翅怎么做呀晚点告诉我。,cookbook,train
SMP_train_00704,怎么做鱼呢？,cookbook,train
SMP_train_00705,排骨堡汤的做法。,cookbook,train
SMP_train_00706,狗光鱼怎么做？,cookbook,train
SMP_train_00707,我要操虾米的做法。,cookbook,train
SMP_train_00708,怎么做洋葱炒蛋？,cookbook,train
SMP_train_00709,嘉兴粽子。,cookbook,train
SMP_train_00710,干豆角怎么烧？,cookbook,train
SMP_train_00711,烤牛排怎么做？,cookbook,train
SMP_train_00712,搜索，西米露的做法。,cookbook,train
SMP_train_00713,红烧猪蹄怎么做,cookbook,train
SMP_train_00714,怎么做炸鸡腿？,cookbook,train
SMP_train_00715,葫芦鸡怎么做？,cookbook,train
SMP_train_00716,四川美食。,cookbook,train
SMP_train_00717,帮我找一下凉拌海蜇的做法。,cookbook,train
SMP_train_00718,家常凉菜怎么做？,cookbook,train
SMP_train_00719,然后等你杀猪菜怎么做？,cookbook,train
SMP_train_00720,凉面。,cookbook,train
SMP_train_00721,田螺怎么炒啊？,cookbook,train
SMP_train_00722,红烧土豆怎么烧？,cookbook,train
SMP_train_00723,川崎玫瑰的制作方法,cookbook,train
SMP_train_00724,番红烧肉的做法。,cookbook,train
SMP_train_00725,罐焖牛肉怎么做？,cookbook,train
SMP_train_00726,牛肉的做法。,cookbook,train
SMP_train_00727,石螺怎么煮,cookbook,train
SMP_train_00728,红烧芋头做法。,cookbook,train
SMP_train_00729,的，酸菜鱼怎么做？怎么？,cookbook,train
SMP_train_00730,西红柿炒蛋怎么煮？,cookbook,train
SMP_train_00731,甲鱼，邓鸡，如何制作。,cookbook,train
SMP_train_00732,胖鱼头怎么烧？,cookbook,train
SMP_train_00733,金酱肉丝的做法,cookbook,train
SMP_train_00734,星光做西红柿炒鸡蛋呢！,cookbook,train
SMP_train_00735,烤鸡翅怎么做？,cookbook,train
SMP_train_00736,西兰花怎么做？,cookbook,train
SMP_train_00737,新奥尔良烤翅的做法,cookbook,train
SMP_train_00738,鱼香肉丝肉怎么做？,cookbook,train
SMP_train_00739,如何做煎饼。,cookbook,train
SMP_train_00740,语音火锅怎么做啊？啊？,cookbook,train
SMP_train_00741,猪肚鸡怎么做啊？,cookbook,train
SMP_train_00742,做红烧鱼的步骤。,cookbook,train
SMP_train_00743,糖醋鲤鱼怎么做？而？,cookbook,train
SMP_train_00744,西红柿炒鸡蛋做法。,cookbook,train
SMP_train_00745,说话，给我搜一下做苹果麦片粥是怎么做啊？,cookbook,train
SMP_train_00746,慕斯的做法。,cookbook,train
SMP_train_00747,蒜苔的做法,cookbook,train
SMP_train_00748,酸菜鱼怎么煮啊？,cookbook,train
SMP_train_00749,给蛋炒饭怎么做？,cookbook,train
SMP_train_00750,回锅肉。,cookbook,train
SMP_train_00751,铁板烧怎么做？,cookbook,train
SMP_train_00752,坐宫保鸡丁需要哪些材料？,cookbook,train
SMP_train_00753,大闸蟹的做法。,cookbook,train
SMP_train_00754,葱烧海参怎么做,cookbook,train
SMP_train_00755,草虾尾怎样做。,cookbook,train
SMP_train_00756,苦瓜要怎么做比较好吃,cookbook,train
SMP_train_00757,肉肉怎么腌制？,cookbook,train
SMP_train_00758,到了有鲈鱼怎么做？,cookbook,train
SMP_train_00759,你酸辣土豆丝怎么做？,cookbook,train
SMP_train_00760,红烧排骨怎么做的吗？,cookbook,train
SMP_train_00761,红烧狮子头怎么做,cookbook,train
SMP_train_00762,我说铁锅炖羊肉怎么做？,cookbook,train
SMP_train_00763,欧树的叶子怎么炒？,cookbook,train
SMP_train_00764,恩，红烧土豆怎么做我想学？,cookbook,train
SMP_train_00765,酸菜是怎么做的可以用塑料布。,cookbook,train
SMP_train_00766,怎么做煎饼？,cookbook,train
SMP_train_00767,鱼的做法,cookbook,train
SMP_train_00768,蛋糕可以做蛋糕吗？,cookbook,train
SMP_train_00769,醉虾的做法。,cookbook,train
SMP_train_00770,做糖醋排骨,cookbook,train
SMP_train_00771,咖喱牛腩怎么做,cookbook,train
SMP_train_00772,小杰炖蘑菇怎么做？,cookbook,train
SMP_train_00773,做南瓜饭,cookbook,train
SMP_train_00774,土豆饼怎么做啊？,cookbook,train
SMP_train_00775,排骨怎么弄才好吃？,cookbook,train
SMP_train_00776,做红烧肉要哪些材料呀！,cookbook,train
SMP_train_00777,王志排骨怎么做,cookbook,train
SMP_train_00778,啊，青椒炒蛋。,cookbook,train
SMP_train_00779,我想知道皮蛋瘦肉粥是怎么做的,cookbook,train
SMP_train_00780,猪舌头怎么做比较啊子？,cookbook,train
SMP_train_00781,怎么做京酱肉丝。,cookbook,train
SMP_train_00782,福寿鱼做法。,cookbook,train
SMP_train_00783,鱼香肉丝，怎么做？不？,cookbook,train
SMP_train_00784,茄子鸡蛋怎么做？,cookbook,train
SMP_train_00785,教我怎么做红烧肉,cookbook,train
SMP_train_00786,如何炒花生。,cookbook,train
SMP_train_00787,请告诉我清蒸桂鱼怎么做？,cookbook,train
SMP_train_00788,新疆大盘鸡的做法。,cookbook,train
SMP_train_00789,基尾虾怎么做？,cookbook,train
SMP_train_00790,煲鸡汤呢,cookbook,train
SMP_train_00791,凉菜是怎么做的？,cookbook,train
SMP_train_00792,凉拌菜,cookbook,train
SMP_train_00793,那烤箱做面包怎么做？,cookbook,train
SMP_train_00794,民间小炒肉的做法。,cookbook,train
SMP_train_00795,昌鱼的做法,cookbook,train
SMP_train_00796,怎么做冰激凌？,cookbook,train
SMP_train_00797,青鱼的做法。,cookbook,train
SMP_train_00798,鸡怎么做才好吃？,cookbook,train
SMP_train_00799,凉拌海蜇怎么做好吃？,cookbook,train
SMP_train_00800,意大利面。,cookbook,train
SMP_train_00801,如何煮牛肉饭。,cookbook,train
SMP_train_00802,说萝卜怎么做？,cookbook,train
SMP_train_00803,红烧排骨怎么做？啊？,cookbook,train
SMP_train_00804,海星的做法。,cookbook,train
SMP_train_00805,阳澄湖大闸蟹的做法。,cookbook,train
SMP_train_00806,肉沫茄子，怎么做？,cookbook,train
SMP_train_00807,虾仁饭。,cookbook,train
SMP_train_00808,蚝油生菜的做法。,cookbook,train
SMP_train_00809,馄炖怎么做？,cookbook,train
SMP_train_00810,做红酒怎么做啊？,cookbook,train
SMP_train_00811,酸菜鱼怎么做啊,cookbook,train
SMP_train_00812,土豆烧肉。,cookbook,train
SMP_train_00813,黑菜扣肉的做法告诉我一下啊！,cookbook,train
SMP_train_00814,请帮我找一下酸菜鱼的做法,cookbook,train
SMP_train_00815,猪肉怎么做？,cookbook,train
SMP_train_00816,鱼香肉丝，怎么做？买？,cookbook,train
SMP_train_00817,炖肉,cookbook,train
SMP_train_00818,过油肉土豆片怎么做？,cookbook,train
SMP_train_00819,烧排骨汤需要什么调料？,cookbook,train
SMP_train_00820,草莓芒果西米露。,cookbook,train
SMP_train_00821,米饭怎么做,cookbook,train
SMP_train_00822,怎样做糖醋排骨时，去吃饭洗澡了。,cookbook,train
SMP_train_00823,臭豆腐汤怎么烧？,cookbook,train
SMP_train_00824,鱼怎么做莱,cookbook,train
SMP_train_00825,想做蛋糕。,cookbook,train
SMP_train_00826,瘦肉粥。,cookbook,train
SMP_train_00827,白切鸡怎么做啊？,cookbook,train
SMP_train_00828,培根金针菇怎么做？,cookbook,train
SMP_train_00829,米粉肉怎么做？,cookbook,train
SMP_train_00830,做面包的配方。,cookbook,train
SMP_train_00831,教我做馒头。,cookbook,train
SMP_train_00832,虾炒蛋怎么做？,cookbook,train
SMP_train_00833,怎么做水煮鱼店？,cookbook,train
SMP_train_00834,久久鸭怎么做？,cookbook,train
SMP_train_00835,送黄炒鸡蛋怎么做？,cookbook,train
SMP_train_00836,猪肉灌汤包怎么做？,cookbook,train
SMP_train_00837,秋葵怎么做？,cookbook,train
SMP_train_00838,螃蟹怎么蒸？,cookbook,train
SMP_train_00839,腊鱼。,cookbook,train
SMP_train_00840,自演艺，羊肉怎么做？,cookbook,train
SMP_train_00841,炸馒头片,cookbook,train
SMP_train_00842,有什么特色美食。,cookbook,train
SMP_train_00843,红烧猪脚,cookbook,train
SMP_train_00844,恒宇乐活鱼怎么做的好吃的回复哦，你。,cookbook,train
SMP_train_00845,酸菜鱼的做法，妈。,cookbook,train
SMP_train_00846,烤鸭，啊！,cookbook,train
SMP_train_00847,怎么煮面才好吃呢？,cookbook,train
SMP_train_00848,牛肉面，哦。,cookbook,train
SMP_train_00849,酸辣汤的做法。,cookbook,train
SMP_train_00850,做蛋挞怎么做,cookbook,train
SMP_train_00851,那做红烧鱼需要哪些材料啊？,cookbook,train
SMP_train_00852,鱼肉怎么做？,cookbook,train
SMP_train_00853,帮我查一下红烧肉的做法,cookbook,train
SMP_train_00854,冰糖雪梨,cookbook,train
SMP_train_00855,红薯粉的做法，了。,cookbook,train
SMP_train_00856,红豆沙怎么做？,cookbook,train
SMP_train_00857,红烧鱼块。,cookbook,train
SMP_train_00858,煮面怎么做？,cookbook,train
SMP_train_00859,又热炒鸡蛋怎么做？,cookbook,train
SMP_train_00860,花格等蛋的做法。,cookbook,train
SMP_train_00861,豆腐花的做法。,cookbook,train
SMP_train_00862,蒸鸡蛋糕,cookbook,train
SMP_train_00863,怎样蒸排骨最好吃的。,cookbook,train
SMP_train_00864,红烧肉怎么做？嗯？,cookbook,train
SMP_train_00865,狗肉怎么做？,cookbook,train
SMP_train_00866,四喜丸子怎么做？,cookbook,train
SMP_train_00867,甜酒怎么做？,cookbook,train
SMP_train_00868,你给我讲讲红烧肉的做法。,cookbook,train
SMP_train_00869,辣，兰州拉面的配方。,cookbook,train
SMP_train_00870,怎么弄红烧肉哦？,cookbook,train
SMP_train_00871,a排骨怎么做好吃？,cookbook,train
SMP_train_00872,紫菜蛋花汤。,cookbook,train
SMP_train_00873,求米线怎么做？,cookbook,train
SMP_train_00874,红烧肉的做法，a。,cookbook,train
SMP_train_00875,牛肉怎么煮才好吃？你？,cookbook,train
SMP_train_00876,青椒肉丝怎么做怎么炒？,cookbook,train
SMP_train_00877,怎么做饭好吃？,cookbook,train
SMP_train_00878,椒盐排骨怎么做？你？,cookbook,train
SMP_train_00879,鱼香肉丝哦,cookbook,train
SMP_train_00880,旧金山几点几分,datetime,train
SMP_train_00881,今天农历是多少,datetime,train
SMP_train_00882,查询日期,datetime,train
SMP_train_00883,现在是两点了吗,datetime,train
SMP_train_00884,还有多少天过年,datetime,train
SMP_train_00885,现在星期几,datetime,train
SMP_train_00886,哪天清明节,datetime,train
SMP_train_00887,现在几号,datetime,train
SMP_train_00888,元宵节还有几个星期,datetime,train
SMP_train_00889,哪一天国际牛奶日,datetime,train
SMP_train_00890,还有多少分钟12点,datetime,train
SMP_train_00891,植树节是什么时候,datetime,train
SMP_train_00892,多少月之后就是过年了,datetime,train
SMP_train_00893,明天上午9点距离现在还有多久,datetime,train
SMP_train_00894,明天什么日子,datetime,train
SMP_train_00895,武汉的精确时间是,datetime,train
SMP_train_00896,看看现在几点几分,datetime,train
SMP_train_00897,时间现在的,datetime,train
SMP_train_00898,帮我转发邮件,email,train
SMP_train_00899,发邮件给莹莹说我好困我想睡觉,email,train
SMP_train_00900,我想全部回应,email,train
SMP_train_00901,帮我写个邮件,email,train
SMP_train_00902,我想要转发这封邮件,email,train
SMP_train_00903,我要写条新邮件,email,train
SMP_train_00904,我要查看邮件,email,train
SMP_train_00905,替我查看新邮件,email,train
SMP_train_00906,帮我写一封邮件,email,train
SMP_train_00907,替我答复这条邮件,email,train
SMP_train_00908,我想全部回复,email,train
SMP_train_00909,全部应答,email,train
SMP_train_00910,我要全部回复,email,train
SMP_train_00911,我想要转发这条邮件,email,train
SMP_train_00912,发邮件给晶晶,email,train
SMP_train_00913,我想写一个新邮件,email,train
SMP_train_00914,转发这条mail,email,train
SMP_train_00915,我要答复邮件,email,train
SMP_train_00916,我想答复这个邮件,email,train
SMP_train_00917,替我打开新邮件,email,train
SMP_train_00918,帮我写一条新邮件,email,train
SMP_train_00919,给我写一个新邮件,email,train
SMP_train_00920,我要回复这条邮件,email,train
SMP_train_00921,给我打开mail,email,train
SMP_train_00922,中央一套什么时候有建党伟业,epg,train
SMP_train_00923,湖南卫视放什么节目？,epg,train
SMP_train_00924,周二电影。,epg,train
SMP_train_00925,现在哪个台在播放剧情电视剧,epg,train
SMP_train_00926,我要看湖南卫视快乐大本营,epg,train
SMP_train_00927,世界地理的节目单,epg,train
SMP_train_00928,看当前直播的比赛,epg,train
SMP_train_00929,现在电视台在放什么节目,epg,train
SMP_train_00930,查查最近一周CCTV-4美洲有放我爱记歌词么,epg,train
SMP_train_00931,湖南卫视娱乐节目。,epg,train
SMP_train_00932,湖南台演什么节目,epg,train
SMP_train_00933,今天湖南卫视的电子节目单,epg,train
SMP_train_00934,中央电视台一套现在放什么节目？,epg,train
SMP_train_00935,能不能看当前的中超联赛,epg,train
SMP_train_00936,非诚勿扰什么时候演啊,epg,train
SMP_train_00937,我想看中央六台的电影。,epg,train
SMP_train_00938,中央四频道火箭兜风,epg,train
SMP_train_00939,找找非诚勿扰什么时候结束,epg,train
SMP_train_00940,央视少儿频道的节目的,epg,train
SMP_train_00941,你，湖南卫视正在播出什么？你。,epg,train
SMP_train_00942,现在湖南卫视放什么电视？,epg,train
SMP_train_00943,搜索电视剧爱情悠悠药草香在哪个频道首播？,epg,train
SMP_train_00944,看看今天有什么好看的节目？,epg,train
SMP_train_00945,电视台在播什么节目,epg,train
SMP_train_00946,央视综合频道昨晚的节目单,epg,train
SMP_train_00947,今晚什么节目呀？,epg,train
SMP_train_00948,CCTV-5节目表,epg,train
SMP_train_00949,爱笑会议室什么时候播放,epg,train
SMP_train_00950,安徽卫视今天晚上放什么？,epg,train
SMP_train_00951,回看烽火佳人回看安徽卫视烽火佳人,epg,train
SMP_train_00952,哪个台在放甄嬛,epg,train
SMP_train_00953,chc高清电影昨天晚上的节目,epg,train
SMP_train_00954,现在最好看的电影。,epg,train
SMP_train_00955,查查13年的一站到底,epg,train
SMP_train_00956,今天电影频道演什么,epg,train
SMP_train_00957,帮我查找一下今天晚上有什么电视节目？,epg,train
SMP_train_00958,咱们结婚吧什么时候播出,epg,train
SMP_train_00959,焦点访谈什么时候播,epg,train
SMP_train_00960,BTV生活节目选择回放,epg,train
SMP_train_00961,今天有些什么电影？,epg,train
SMP_train_00962,安安昨天11:07的风华国乐,epg,train
SMP_train_00963,北京体育频道明天的节目单,epg,train
SMP_train_00964,昨天的北京新闻,epg,train
SMP_train_00965,东方高清台的节目单,epg,train
SMP_train_00966,哪个电视台在放神雕侠侣。,epg,train
SMP_train_00967,中央电视台少儿频道大耳朵图图,epg,train
SMP_train_00968,上海东方卫视现在在播放什么？,epg,train
SMP_train_00969,今晚安徽卫视有什么节目,epg,train
SMP_train_00970,国防军事频道2天后播捍卫者,epg,train
SMP_train_00971,电影频道明天放什么,epg,train
SMP_train_00972,湖南卫视明天播什么节目,epg,train
SMP_train_00973,少儿节目中央少儿节目,epg,train
SMP_train_00974,北京卡酷熊出没,epg,train
SMP_train_00975,最近1周北京电视台-4有转播X女特工呢,epg,train
SMP_train_00976,CCTV-10的百家讲坛,epg,train
SMP_train_00977,哪个频道演爸爸去哪儿,epg,train
SMP_train_00978,哪个电视台在演叶问。,epg,train
SMP_train_00979,蒽蒽江苏卫视有什么好节目吗？,epg,train
SMP_train_00980,上周六发现之旅有演星跳水立方呢,epg,train
SMP_train_00981,给我查下明天凌晨在放妈妈来了,epg,train
SMP_train_00982,收看安徽卫视节目。,epg,train
SMP_train_00983,什么电视台什么时间有转播仁心解码2,epg,train
SMP_train_00984,安徽电视台12月18号晚上10:10的电视剧,epg,train
SMP_train_00985,环球旅游明天有演我爱饭米粒,epg,train
SMP_train_00986,看中央七频道讲武堂节目,epg,train
SMP_train_00987,六台有什么节目,epg,train
SMP_train_00988,给我看看什么时候有播盛夏晚晴天,epg,train
SMP_train_00989,今晚有什么节目啊？,epg,train
SMP_train_00990,帮我查一下今晚中年中央六台放什么电影？,epg,train
SMP_train_00991,现在哪个频道播放电视剧,epg,train
SMP_train_00992,电视台放什么,epg,train
SMP_train_00993,现在有什么好看的电视剧？,epg,train
SMP_train_00994,熊出没是几点开始播放。,epg,train
SMP_train_00995,哪些台在放电影,epg,train
SMP_train_00996,影视频道有什么节目,epg,train
SMP_train_00997,哦，安徽卫视今晚放什么节目？,epg,train
SMP_train_00998,书画频道上周六有开始非诚勿扰么,epg,train
SMP_train_00999,可不中央五套明天的节目单,epg,train
SMP_train_01000,河南卫视节目单。,epg,train
SMP_train_01001,现在电视台在播什么,epg,train
SMP_train_01002,给我查一下什么时间有播放天天向上,epg,train
SMP_train_01003,现在有什么好的电视剧。,epg,train
SMP_train_01004,那中央六台明天演什么节目,epg,train
SMP_train_01005,央视三台现在播放什么节目,epg,train
SMP_train_01006,现在中央一台在播什么节目？,epg,train
SMP_train_01007,回看安徽卫视烽火佳人,epg,train
SMP_train_01008,给我搜搜什么电视台什么时间有转播神探高伦布,epg,train
SMP_train_01009,搜索湖南卫视直播。,epg,train
SMP_train_01010,我回去看昨天晚上播出的爸爸去哪儿31频道,epg,train
SMP_train_01011,查查什么时候放百变大咖秀,epg,train
SMP_train_01012,昨晚哪个频道有张艺谋出演的电视剧,epg,train
SMP_train_01013,8点河北卫视播放过恋了爱了,epg,train
SMP_train_01014,现在热门的电视剧是什么,epg,train
SMP_train_01015,昨天晚上湖南卫视演什么,epg,train
SMP_train_01016,中央六台有什么节目,epg,train
SMP_train_01017,今天什么好看电影？,epg,train
SMP_train_01018,BTV北京频道打狗棍,epg,train
SMP_train_01019,搜一下CCTV74月15号播出新编辑部的故事呢,epg,train
SMP_train_01020,什么时候有西游记呢？,epg,train
SMP_train_01021,周六晚上重庆卫视有转播神探高伦布吗,epg,train
SMP_train_01022,快乐大本营什么时间播？,epg,train
SMP_train_01023,电视台现在在播放什么大陆动漫,epg,train
SMP_train_01024,明天晚上湖南卫视演什么电视剧,epg,train
SMP_train_01025,我昨天晚上的今日关注,epg,train
SMP_train_01026,北京台有什么好电视,epg,train
SMP_train_01027,回看上周末早上8点的湖南卫视,epg,train
SMP_train_01028,前两个星期时代出行有播X女特工呢,epg,train
SMP_train_01029,济南到重庆的航班。,flight,train
SMP_train_01030,厦门到上海的机票,flight,train
SMP_train_01031,查询一下明天广州到武汉的航班,flight,train
SMP_train_01032,帮我订一张杭州到上海的机票,flight,train
SMP_train_01033,查寻合肥到北京的航班,flight,train
SMP_train_01034,明天回广州的航班,flight,train
SMP_train_01035,八月十号从重庆到武汉的航班,flight,train
SMP_train_01036,济南到汉中的飞机票,flight,train
SMP_train_01037,儋州到海口的航班,flight,train
SMP_train_01038,广州至南宁航班。,flight,train
SMP_train_01039,查询厦门到武夷山的航班,flight,train
SMP_train_01040,查一下从南京到上海的航班,flight,train
SMP_train_01041,查询今天成都到北京的航班,flight,train
SMP_train_01042,明天珠海到青岛的航班,flight,train
SMP_train_01043,南昌到广州飞机票,flight,train
SMP_train_01044,查询后天成都到伦敦的航班,flight,train
SMP_train_01045,明天去桂林的航班。,flight,train
SMP_train_01046,7月30号去深圳的航班。,flight,train
SMP_train_01047,南京到成都的机票,flight,train
SMP_train_01048,明天去南昌的航班。,flight,train
SMP_train_01049,查一下明天合肥到北京的航班。,flight,train
SMP_train_01050,7月25号去上海的航班。,flight,train
SMP_train_01051,去北京有什么飞机,flight,train
SMP_train_01052,明天长沙到上海的航班,flight,train
SMP_train_01053,大连飞往上海的航班,flight,train
SMP_train_01054,从威海到苏州的飞机,flight,train
SMP_train_01055,青岛到广州航班,flight,train
SMP_train_01056,给我定一张株洲到深圳的机票,flight,train
SMP_train_01057,搜索武汉到南京的机票,flight,train
SMP_train_01058,上海飞往北京的航班,flight,train
SMP_train_01059,帮我查一下杭州到长春的飞机航班,flight,train
SMP_train_01060,查一下澳门到吉隆坡的飞机,flight,train
SMP_train_01061,后天去武汉的航班,flight,train
SMP_train_01062,查询4月1号从武汉到广州的航班,flight,train
SMP_train_01063,上海到青岛的飞机票,flight,train
SMP_train_01064,帮我查一下广州到长沙的航班,flight,train
SMP_train_01065,明天去深圳的飞机,flight,train
SMP_train_01066,贵阳到哈尔滨飞机,flight,train
SMP_train_01067,去伦敦的航班,flight,train
SMP_train_01068,西昌到成都的航班,flight,train
SMP_train_01069,晋江到武汉的航班,flight,train
SMP_train_01070,汕头到重庆的航班,flight,train
SMP_train_01071,九月二十六号从深圳到宁波的航班,flight,train
SMP_train_01072,四月二十日合肥到深圳的航班,flight,train
SMP_train_01073,到武汉的航班,flight,train
